id,QID,titleSlug,title,url,topic,tags,difficulty,type,prompt,examples_json,constraints,function_signature,choices_json,answer,explanation
lc-2756,2756,query-batching,Query Batching,https://leetcode.com/problems/query-batching/,unknown,,unknown,coding,,,,,,,
lc-2757,2757,generate-circular-array-values,Generate Circular Array Values,https://leetcode.com/problems/generate-circular-array-values/,arrays,arrays,unknown,coding,,,,,,,
lc-2758,2758,next-day,Next Day,https://leetcode.com/problems/next-day/,unknown,,unknown,coding,,,,,,,
lc-2759,2759,convert-json-string-to-object,Convert Json String To Object,https://leetcode.com/problems/convert-json-string-to-object/,strings,strings,unknown,coding,,,,,,,
lc-2760,2760,longest-even-odd-subarray-with-threshold,Longest Even Odd Subarray With Threshold,https://leetcode.com/problems/longest-even-odd-subarray-with-threshold/,arrays,arrays,unknown,coding,,,,,,,
lc-2761,2761,prime-pairs-with-target-sum,Prime Pairs With Target Sum,https://leetcode.com/problems/prime-pairs-with-target-sum/,unknown,,unknown,coding,,,,,,,
lc-2762,2762,continuous-subarrays,Continuous Subarrays,https://leetcode.com/problems/continuous-subarrays/,arrays,arrays,unknown,coding,,,,,,,
lc-2763,2763,sum-of-imbalance-numbers-of-all-subarrays,Sum Of Imbalance Numbers Of All Subarrays,https://leetcode.com/problems/sum-of-imbalance-numbers-of-all-subarrays/,arrays,arrays,unknown,coding,,,,,,,
lc-2764,2764,is-array-a-preorder-of-some-binary-tree,Is Array A Preorder Of Some Binary Tree,https://leetcode.com/problems/is-array-a-preorder-of-some-binary-tree/,tree,tree,unknown,coding,,,,,,,
lc-2765,2765,longest-alternating-subarray,Longest Alternating Subarray,https://leetcode.com/problems/longest-alternating-subarray/,arrays,arrays,unknown,coding,,,,,,,
lc-2766,2766,relocate-marbles,Relocate Marbles,https://leetcode.com/problems/relocate-marbles/,unknown,,unknown,coding,,,,,,,
lc-2767,2767,partition-string-into-minimum-beautiful-substrings,Partition String Into Minimum Beautiful Substrings,https://leetcode.com/problems/partition-string-into-minimum-beautiful-substrings/,strings,"strings,sliding_window",unknown,coding,,,,,,,
lc-2768,2768,number-of-black-blocks,Number Of Black Blocks,https://leetcode.com/problems/number-of-black-blocks/,unknown,,unknown,coding,,,,,,,
lc-2769,2769,find-the-maximum-achievable-number,Find The Maximum Achievable Number,https://leetcode.com/problems/find-the-maximum-achievable-number/,unknown,,unknown,coding,,,,,,,
lc-2770,2770,maximum-number-of-jumps-to-reach-the-last-index,Maximum Number Of Jumps To Reach The Last Index,https://leetcode.com/problems/maximum-number-of-jumps-to-reach-the-last-index/,unknown,,unknown,coding,,,,,,,
lc-2771,2771,longest-non-decreasing-subarray-from-two-arrays,Longest Non Decreasing Subarray From Two Arrays,https://leetcode.com/problems/longest-non-decreasing-subarray-from-two-arrays/,arrays,arrays,unknown,coding,,,,,,,
lc-2772,2772,apply-operations-to-make-all-array-elements-equal-to-zero,Apply Operations To Make All Array Elements Equal To Zero,https://leetcode.com/problems/apply-operations-to-make-all-array-elements-equal-to-zero/,arrays,arrays,unknown,coding,,,,,,,
lc-2773,2773,height-of-special-binary-tree,Height Of Special Binary Tree,https://leetcode.com/problems/height-of-special-binary-tree/,tree,tree,unknown,coding,,,,,,,
lc-2774,2774,array-upper-bound,Array Upper Bound,https://leetcode.com/problems/array-upper-bound/,arrays,arrays,unknown,coding,,,,,,,
lc-2775,2775,undefined-to-null,Undefined To Null,https://leetcode.com/problems/undefined-to-null/,unknown,,unknown,coding,,,,,,,
lc-2776,2776,convert-callback-based-function-to-promise-based-function,Convert Callback Based Function To Promise Based Function,https://leetcode.com/problems/convert-callback-based-function-to-promise-based-function/,unknown,,unknown,coding,,,,,,,
lc-2777,2777,date-range-generator,Date Range Generator,https://leetcode.com/problems/date-range-generator/,unknown,,unknown,coding,,,,,,,
lc-2778,2778,sum-of-squares-of-special-elements,Sum Of Squares Of Special Elements,https://leetcode.com/problems/sum-of-squares-of-special-elements/,unknown,,unknown,coding,,,,,,,
lc-2779,2779,maximum-beauty-of-an-array-after-applying-operation,Maximum Beauty Of An Array After Applying Operation,https://leetcode.com/problems/maximum-beauty-of-an-array-after-applying-operation/,arrays,arrays,unknown,coding,,,,,,,
lc-2780,2780,minimum-index-of-a-valid-split,Minimum Index Of A Valid Split,https://leetcode.com/problems/minimum-index-of-a-valid-split/,unknown,,unknown,coding,,,,,,,
lc-2781,2781,length-of-the-longest-valid-substring,Length Of The Longest Valid Substring,https://leetcode.com/problems/length-of-the-longest-valid-substring/,strings,"strings,sliding_window",unknown,coding,,,,,,,
lc-2782,2782,number-of-unique-categories,Number Of Unique Categories,https://leetcode.com/problems/number-of-unique-categories/,unknown,,unknown,coding,,,,,,,
lc-2783,2783,flight-occupancy-and-waitlist-analysis,Flight Occupancy And Waitlist Analysis,https://leetcode.com/problems/flight-occupancy-and-waitlist-analysis/,unknown,,unknown,coding,,,,,,,
lc-2784,2784,check-if-array-is-good,Check If Array Is Good,https://leetcode.com/problems/check-if-array-is-good/,arrays,arrays,unknown,coding,,,,,,,
lc-2785,2785,sort-vowels-in-a-string,Sort Vowels In A String,https://leetcode.com/problems/sort-vowels-in-a-string/,strings,strings,unknown,coding,,,,,,,
lc-2786,2786,visit-array-positions-to-maximize-score,Visit Array Positions To Maximize Score,https://leetcode.com/problems/visit-array-positions-to-maximize-score/,arrays,arrays,unknown,coding,,,,,,,
lc-2787,2787,ways-to-express-an-integer-as-sum-of-powers,Ways To Express An Integer As Sum Of Powers,https://leetcode.com/problems/ways-to-express-an-integer-as-sum-of-powers/,unknown,,unknown,coding,,,,,,,
lc-2788,2788,split-strings-by-separator,Split Strings By Separator,https://leetcode.com/problems/split-strings-by-separator/,strings,strings,unknown,coding,,,,,,,
lc-2789,2789,largest-element-in-an-array-after-merge-operations,Largest Element In An Array After Merge Operations,https://leetcode.com/problems/largest-element-in-an-array-after-merge-operations/,arrays,arrays,unknown,coding,,,,,,,
lc-2790,2790,maximum-number-of-groups-with-increasing-length,Maximum Number Of Groups With Increasing Length,https://leetcode.com/problems/maximum-number-of-groups-with-increasing-length/,unknown,,unknown,coding,,,,,,,
lc-2791,2791,count-paths-that-can-form-a-palindrome-in-a-tree,Count Paths That Can Form A Palindrome In A Tree,https://leetcode.com/problems/count-paths-that-can-form-a-palindrome-in-a-tree/,strings,strings,unknown,coding,,,,,,,
lc-2792,2792,count-nodes-that-are-great-enough,Count Nodes That Are Great Enough,https://leetcode.com/problems/count-nodes-that-are-great-enough/,unknown,,unknown,coding,,,,,,,
lc-2793,2793,status-of-flight-tickets,Status Of Flight Tickets,https://leetcode.com/problems/status-of-flight-tickets/,unknown,,unknown,coding,,,,,,,
lc-2794,2794,create-object-from-two-arrays,Create Object From Two Arrays,https://leetcode.com/problems/create-object-from-two-arrays/,arrays,arrays,unknown,coding,,,,,,,
lc-2795,2795,parallel-execution-of-promises-for-individual-results-retrieval,Parallel Execution Of Promises For Individual Results Retrieval,https://leetcode.com/problems/parallel-execution-of-promises-for-individual-results-retrieval/,tree,tree,unknown,coding,,,,,,,
lc-2796,2796,repeat-string,Repeat String,https://leetcode.com/problems/repeat-string/,strings,strings,unknown,coding,,,,,,,
lc-2797,2797,partial-function-with-placeholders,Partial Function With Placeholders,https://leetcode.com/problems/partial-function-with-placeholders/,unknown,,unknown,coding,,,,,,,
lc-2798,2798,number-of-employees-who-met-the-target,Number Of Employees Who Met The Target,https://leetcode.com/problems/number-of-employees-who-met-the-target/,unknown,,unknown,coding,,,,,,,
lc-2799,2799,count-complete-subarrays-in-an-array,Count Complete Subarrays In An Array,https://leetcode.com/problems/count-complete-subarrays-in-an-array/,arrays,arrays,unknown,coding,,,,,,,
lc-2800,2800,shortest-string-that-contains-three-strings,Shortest String That Contains Three Strings,https://leetcode.com/problems/shortest-string-that-contains-three-strings/,strings,strings,unknown,coding,,,,,,,
lc-2801,2801,count-stepping-numbers-in-range,Count Stepping Numbers In Range,https://leetcode.com/problems/count-stepping-numbers-in-range/,unknown,,unknown,coding,,,,,,,
lc-2802,2802,find-the-k-th-lucky-number,Find The K Th Lucky Number,https://leetcode.com/problems/find-the-k-th-lucky-number/,unknown,,unknown,coding,,,,,,,
lc-2803,2803,factorial-generator,Factorial Generator,https://leetcode.com/problems/factorial-generator/,unknown,,unknown,coding,,,,,,,
lc-2804,2804,array-prototype-foreach,Array Prototype Foreach,https://leetcode.com/problems/array-prototype-foreach/,arrays,arrays,unknown,coding,,,,,,,
lc-2805,2805,custom-interval,Custom Interval,https://leetcode.com/problems/custom-interval/,unknown,,unknown,coding,,,,,,,
lc-2806,2806,account-balance-after-rounded-purchase,Account Balance After Rounded Purchase,https://leetcode.com/problems/account-balance-after-rounded-purchase/,unknown,,unknown,coding,,,,,,,
lc-2807,2807,insert-greatest-common-divisors-in-linked-list,Insert Greatest Common Divisors In Linked List,https://leetcode.com/problems/insert-greatest-common-divisors-in-linked-list/,linked_list,linked_list,unknown,coding,,,,,,,
lc-2808,2808,minimum-seconds-to-equalize-a-circular-array,Minimum Seconds To Equalize A Circular Array,https://leetcode.com/problems/minimum-seconds-to-equalize-a-circular-array/,arrays,arrays,unknown,coding,,,,,,,
lc-2809,2809,minimum-time-to-make-array-sum-at-most-x,Minimum Time To Make Array Sum At Most X,https://leetcode.com/problems/minimum-time-to-make-array-sum-at-most-x/,arrays,arrays,unknown,coding,,,,,,,
lc-2810,2810,faulty-keyboard,Faulty Keyboard,https://leetcode.com/problems/faulty-keyboard/,unknown,,unknown,coding,,,,,,,
lc-2811,2811,check-if-it-is-possible-to-split-array,Check If It Is Possible To Split Array,https://leetcode.com/problems/check-if-it-is-possible-to-split-array/,arrays,arrays,unknown,coding,,,,,,,
lc-2812,2812,find-the-safest-path-in-a-grid,Find The Safest Path In A Grid,https://leetcode.com/problems/find-the-safest-path-in-a-grid/,unknown,,unknown,coding,,,,,,,
lc-2813,2813,maximum-elegance-of-a-k-length-subsequence,Maximum Elegance Of A K Length Subsequence,https://leetcode.com/problems/maximum-elegance-of-a-k-length-subsequence/,unknown,,unknown,coding,,,,,,,
lc-2814,2814,minimum-time-takes-to-reach-destination-without-drowning,Minimum Time Takes To Reach Destination Without Drowning,https://leetcode.com/problems/minimum-time-takes-to-reach-destination-without-drowning/,unknown,,unknown,coding,,,,,,,
lc-2815,2815,max-pair-sum-in-an-array,Max Pair Sum In An Array,https://leetcode.com/problems/max-pair-sum-in-an-array/,arrays,arrays,unknown,coding,,,,,,,
lc-2816,2816,double-a-number-represented-as-a-linked-list,Double A Number Represented As A Linked List,https://leetcode.com/problems/double-a-number-represented-as-a-linked-list/,linked_list,linked_list,unknown,coding,,,,,,,
lc-2817,2817,minimum-absolute-difference-between-elements-with-constraint,Minimum Absolute Difference Between Elements With Constraint,https://leetcode.com/problems/minimum-absolute-difference-between-elements-with-constraint/,unknown,,unknown,coding,,,,,,,
lc-2818,2818,apply-operations-to-maximize-score,Apply Operations To Maximize Score,https://leetcode.com/problems/apply-operations-to-maximize-score/,unknown,,unknown,coding,,,,,,,
lc-2819,2819,minimum-relative-loss-after-buying-chocolates,Minimum Relative Loss After Buying Chocolates,https://leetcode.com/problems/minimum-relative-loss-after-buying-chocolates/,unknown,,unknown,coding,,,,,,,
lc-2820,2820,election-results,Election Results,https://leetcode.com/problems/election-results/,unknown,,unknown,coding,,,,,,,
lc-2821,2821,delay-the-resolution-of-each-promise,Delay The Resolution Of Each Promise,https://leetcode.com/problems/delay-the-resolution-of-each-promise/,unknown,,unknown,coding,,,,,,,
lc-2822,2822,inversion-of-object,Inversion Of Object,https://leetcode.com/problems/inversion-of-object/,unknown,,unknown,coding,,,,,,,
lc-2823,2823,deep-object-filter,Deep Object Filter,https://leetcode.com/problems/deep-object-filter/,unknown,,unknown,coding,,,,,,,
lc-2824,2824,count-pairs-whose-sum-is-less-than-target,Count Pairs Whose Sum Is Less Than Target,https://leetcode.com/problems/count-pairs-whose-sum-is-less-than-target/,unknown,,unknown,coding,,,,,,,
lc-2825,2825,make-string-a-subsequence-using-cyclic-increments,Make String A Subsequence Using Cyclic Increments,https://leetcode.com/problems/make-string-a-subsequence-using-cyclic-increments/,strings,strings,unknown,coding,,,,,,,
lc-2826,2826,sorting-three-groups,Sorting Three Groups,https://leetcode.com/problems/sorting-three-groups/,unknown,,unknown,coding,,,,,,,
lc-2827,2827,number-of-beautiful-integers-in-the-range,Number Of Beautiful Integers In The Range,https://leetcode.com/problems/number-of-beautiful-integers-in-the-range/,unknown,,unknown,coding,,,,,,,
lc-2828,2828,check-if-a-string-is-an-acronym-of-words,Check If A String Is An Acronym Of Words,https://leetcode.com/problems/check-if-a-string-is-an-acronym-of-words/,strings,strings,unknown,coding,,,,,,,
lc-2829,2829,determine-the-minimum-sum-of-a-k-avoiding-array,Determine The Minimum Sum Of A K Avoiding Array,https://leetcode.com/problems/determine-the-minimum-sum-of-a-k-avoiding-array/,arrays,arrays,unknown,coding,,,,,,,
lc-2830,2830,maximize-the-profit-as-the-salesman,Maximize The Profit As The Salesman,https://leetcode.com/problems/maximize-the-profit-as-the-salesman/,unknown,,unknown,coding,,,,,,,
lc-2831,2831,find-the-longest-equal-subarray,Find The Longest Equal Subarray,https://leetcode.com/problems/find-the-longest-equal-subarray/,arrays,arrays,unknown,coding,,,,,,,
lc-2832,2832,maximal-range-that-each-element-is-maximum-in-it,Maximal Range That Each Element Is Maximum In It,https://leetcode.com/problems/maximal-range-that-each-element-is-maximum-in-it/,unknown,,unknown,coding,,,,,,,
lc-2833,2833,furthest-point-from-origin,Furthest Point From Origin,https://leetcode.com/problems/furthest-point-from-origin/,unknown,,unknown,coding,,,,,,,
lc-2834,2834,find-the-minimum-possible-sum-of-a-beautiful-array,Find The Minimum Possible Sum Of A Beautiful Array,https://leetcode.com/problems/find-the-minimum-possible-sum-of-a-beautiful-array/,arrays,arrays,unknown,coding,,,,,,,
lc-2835,2835,minimum-operations-to-form-subsequence-with-target-sum,Minimum Operations To Form Subsequence With Target Sum,https://leetcode.com/problems/minimum-operations-to-form-subsequence-with-target-sum/,unknown,,unknown,coding,,,,,,,
lc-2836,2836,maximize-value-of-function-in-a-ball-passing-game,Maximize Value Of Function In A Ball Passing Game,https://leetcode.com/problems/maximize-value-of-function-in-a-ball-passing-game/,unknown,,unknown,coding,,,,,,,
lc-2837,2837,total-traveled-distance,Total Traveled Distance,https://leetcode.com/problems/total-traveled-distance/,unknown,,unknown,coding,,,,,,,
lc-2838,2838,maximum-coins-heroes-can-collect,Maximum Coins Heroes Can Collect,https://leetcode.com/problems/maximum-coins-heroes-can-collect/,unknown,,unknown,coding,,,,,,,
lc-2839,2839,check-if-strings-can-be-made-equal-with-operations-i,Check If Strings Can Be Made Equal With Operations I,https://leetcode.com/problems/check-if-strings-can-be-made-equal-with-operations-i/,strings,strings,unknown,coding,,,,,,,
lc-2840,2840,check-if-strings-can-be-made-equal-with-operations-ii,Check If Strings Can Be Made Equal With Operations Ii,https://leetcode.com/problems/check-if-strings-can-be-made-equal-with-operations-ii/,strings,strings,unknown,coding,,,,,,,
lc-2841,2841,maximum-sum-of-almost-unique-subarray,Maximum Sum Of Almost Unique Subarray,https://leetcode.com/problems/maximum-sum-of-almost-unique-subarray/,arrays,arrays,unknown,coding,,,,,,,
lc-2842,2842,count-k-subsequences-of-a-string-with-maximum-beauty,Count K Subsequences Of A String With Maximum Beauty,https://leetcode.com/problems/count-k-subsequences-of-a-string-with-maximum-beauty/,strings,strings,unknown,coding,,,,,,,
lc-2843,2843,count-symmetric-integers,Count Symmetric Integers,https://leetcode.com/problems/count-symmetric-integers/,unknown,,unknown,coding,,,,,,,
lc-2844,2844,minimum-operations-to-make-a-special-number,Minimum Operations To Make A Special Number,https://leetcode.com/problems/minimum-operations-to-make-a-special-number/,unknown,,unknown,coding,,,,,,,
lc-2845,2845,count-of-interesting-subarrays,Count Of Interesting Subarrays,https://leetcode.com/problems/count-of-interesting-subarrays/,arrays,arrays,unknown,coding,,,,,,,
lc-2846,2846,minimum-edge-weight-equilibrium-queries-in-a-tree,Minimum Edge Weight Equilibrium Queries In A Tree,https://leetcode.com/problems/minimum-edge-weight-equilibrium-queries-in-a-tree/,tree,tree,unknown,coding,,,,,,,
lc-2847,2847,smallest-number-with-given-digit-product,Smallest Number With Given Digit Product,https://leetcode.com/problems/smallest-number-with-given-digit-product/,unknown,,unknown,coding,,,,,,,
lc-2848,2848,points-that-intersect-with-cars,Points That Intersect With Cars,https://leetcode.com/problems/points-that-intersect-with-cars/,unknown,,unknown,coding,,,,,,,
lc-2849,2849,determine-if-a-cell-is-reachable-at-a-given-time,Determine If A Cell Is Reachable At A Given Time,https://leetcode.com/problems/determine-if-a-cell-is-reachable-at-a-given-time/,unknown,,unknown,coding,,,,,,,
lc-2850,2850,minimum-moves-to-spread-stones-over-grid,Minimum Moves To Spread Stones Over Grid,https://leetcode.com/problems/minimum-moves-to-spread-stones-over-grid/,unknown,,unknown,coding,,,,,,,
lc-2851,2851,string-transformation,String Transformation,https://leetcode.com/problems/string-transformation/,strings,strings,unknown,coding,,,,,,,
lc-2852,2852,sum-of-remoteness-of-all-cells,Sum Of Remoteness Of All Cells,https://leetcode.com/problems/sum-of-remoteness-of-all-cells/,unknown,,unknown,coding,,,,,,,
lc-2853,2853,highest-salaries-difference,Highest Salaries Difference,https://leetcode.com/problems/highest-salaries-difference/,unknown,,unknown,coding,,,,,,,
lc-2854,2854,rolling-average-steps,Rolling Average Steps,https://leetcode.com/problems/rolling-average-steps/,unknown,,unknown,coding,,,,,,,
lc-2855,2855,minimum-right-shifts-to-sort-the-array,Minimum Right Shifts To Sort The Array,https://leetcode.com/problems/minimum-right-shifts-to-sort-the-array/,arrays,arrays,unknown,coding,,,,,,,
lc-2856,2856,minimum-array-length-after-pair-removals,Minimum Array Length After Pair Removals,https://leetcode.com/problems/minimum-array-length-after-pair-removals/,arrays,arrays,unknown,coding,,,,,,,
lc-2857,2857,count-pairs-of-points-with-distance-k,Count Pairs Of Points With Distance K,https://leetcode.com/problems/count-pairs-of-points-with-distance-k/,unknown,,unknown,coding,,,,,,,
lc-2858,2858,minimum-edge-reversals-so-every-node-is-reachable,Minimum Edge Reversals So Every Node Is Reachable,https://leetcode.com/problems/minimum-edge-reversals-so-every-node-is-reachable/,unknown,,unknown,coding,,,,,,,
lc-2859,2859,sum-of-values-at-indices-with-k-set-bits,Sum Of Values At Indices With K Set Bits,https://leetcode.com/problems/sum-of-values-at-indices-with-k-set-bits/,bit,bit,unknown,coding,,,,,,,
lc-2860,2860,happy-students,Happy Students,https://leetcode.com/problems/happy-students/,unknown,,unknown,coding,,,,,,,
lc-2861,2861,maximum-number-of-alloys,Maximum Number Of Alloys,https://leetcode.com/problems/maximum-number-of-alloys/,unknown,,unknown,coding,,,,,,,
lc-2862,2862,maximum-element-sum-of-a-complete-subset-of-indices,Maximum Element Sum Of A Complete Subset Of Indices,https://leetcode.com/problems/maximum-element-sum-of-a-complete-subset-of-indices/,unknown,,unknown,coding,,,,,,,
lc-2863,2863,maximum-length-of-semi-decreasing-subarrays,Maximum Length Of Semi Decreasing Subarrays,https://leetcode.com/problems/maximum-length-of-semi-decreasing-subarrays/,arrays,arrays,unknown,coding,,,,,,,
lc-2864,2864,maximum-odd-binary-number,Maximum Odd Binary Number,https://leetcode.com/problems/maximum-odd-binary-number/,unknown,,unknown,coding,,,,,,,
lc-2865,2865,beautiful-towers-i,Beautiful Towers I,https://leetcode.com/problems/beautiful-towers-i/,unknown,,unknown,coding,,,,,,,
lc-2866,2866,beautiful-towers-ii,Beautiful Towers Ii,https://leetcode.com/problems/beautiful-towers-ii/,unknown,,unknown,coding,,,,,,,
lc-2867,2867,count-valid-paths-in-a-tree,Count Valid Paths In A Tree,https://leetcode.com/problems/count-valid-paths-in-a-tree/,tree,tree,unknown,coding,,,,,,,
lc-2868,2868,the-wording-game,The Wording Game,https://leetcode.com/problems/the-wording-game/,unknown,,unknown,coding,,,,,,,
lc-2869,2869,minimum-operations-to-collect-elements,Minimum Operations To Collect Elements,https://leetcode.com/problems/minimum-operations-to-collect-elements/,unknown,,unknown,coding,,,,,,,
lc-2870,2870,minimum-number-of-operations-to-make-array-empty,Minimum Number Of Operations To Make Array Empty,https://leetcode.com/problems/minimum-number-of-operations-to-make-array-empty/,arrays,arrays,unknown,coding,,,,,,,
lc-2871,2871,split-array-into-maximum-number-of-subarrays,Split Array Into Maximum Number Of Subarrays,https://leetcode.com/problems/split-array-into-maximum-number-of-subarrays/,arrays,arrays,unknown,coding,,,,,,,
lc-2872,2872,maximum-number-of-k-divisible-components,Maximum Number Of K Divisible Components,https://leetcode.com/problems/maximum-number-of-k-divisible-components/,unknown,,unknown,coding,,,,,,,
lc-2873,2873,maximum-value-of-an-ordered-triplet-i,Maximum Value Of An Ordered Triplet I,https://leetcode.com/problems/maximum-value-of-an-ordered-triplet-i/,unknown,,unknown,coding,,,,,,,
lc-2874,2874,maximum-value-of-an-ordered-triplet-ii,Maximum Value Of An Ordered Triplet Ii,https://leetcode.com/problems/maximum-value-of-an-ordered-triplet-ii/,unknown,,unknown,coding,,,,,,,
lc-2875,2875,minimum-size-subarray-in-infinite-array,Minimum Size Subarray In Infinite Array,https://leetcode.com/problems/minimum-size-subarray-in-infinite-array/,arrays,arrays,unknown,coding,,,,,,,
lc-2876,2876,count-visited-nodes-in-a-directed-graph,Count Visited Nodes In A Directed Graph,https://leetcode.com/problems/count-visited-nodes-in-a-directed-graph/,graph,graph,unknown,coding,,,,,,,
lc-2877,2877,create-a-dataframe-from-list,Create A Dataframe From List,https://leetcode.com/problems/create-a-dataframe-from-list/,unknown,,unknown,coding,,,,,,,
lc-2878,2878,get-the-size-of-a-dataframe,Get The Size Of A Dataframe,https://leetcode.com/problems/get-the-size-of-a-dataframe/,unknown,,unknown,coding,,,,,,,
lc-2879,2879,display-the-first-three-rows,Display The First Three Rows,https://leetcode.com/problems/display-the-first-three-rows/,unknown,,unknown,coding,,,,,,,
lc-2880,2880,select-data,Select Data,https://leetcode.com/problems/select-data/,unknown,,unknown,coding,,,,,,,
lc-2881,2881,create-a-new-column,Create A New Column,https://leetcode.com/problems/create-a-new-column/,unknown,,unknown,coding,,,,,,,
lc-2882,2882,drop-duplicate-rows,Drop Duplicate Rows,https://leetcode.com/problems/drop-duplicate-rows/,unknown,,unknown,coding,,,,,,,
lc-2883,2883,drop-missing-data,Drop Missing Data,https://leetcode.com/problems/drop-missing-data/,unknown,,unknown,coding,,,,,,,
lc-2884,2884,modify-columns,Modify Columns,https://leetcode.com/problems/modify-columns/,unknown,,unknown,coding,,,,,,,
lc-2885,2885,rename-columns,Rename Columns,https://leetcode.com/problems/rename-columns/,unknown,,unknown,coding,,,,,,,
lc-2886,2886,change-data-type,Change Data Type,https://leetcode.com/problems/change-data-type/,unknown,,unknown,coding,,,,,,,
lc-2887,2887,fill-missing-data,Fill Missing Data,https://leetcode.com/problems/fill-missing-data/,unknown,,unknown,coding,,,,,,,
lc-2888,2888,reshape-data-concatenate,Reshape Data Concatenate,https://leetcode.com/problems/reshape-data-concatenate/,unknown,,unknown,coding,,,,,,,
lc-2889,2889,reshape-data-pivot,Reshape Data Pivot,https://leetcode.com/problems/reshape-data-pivot/,unknown,,unknown,coding,,,,,,,
lc-2890,2890,reshape-data-melt,Reshape Data Melt,https://leetcode.com/problems/reshape-data-melt/,unknown,,unknown,coding,,,,,,,
lc-2891,2891,method-chaining,Method Chaining,https://leetcode.com/problems/method-chaining/,unknown,,unknown,coding,,,,,,,
lc-2892,2892,minimizing-array-after-replacing-pairs-with-their-product,Minimizing Array After Replacing Pairs With Their Product,https://leetcode.com/problems/minimizing-array-after-replacing-pairs-with-their-product/,arrays,arrays,unknown,coding,,,,,,,
lc-2893,2893,calculate-orders-within-each-interval,Calculate Orders Within Each Interval,https://leetcode.com/problems/calculate-orders-within-each-interval/,unknown,,unknown,coding,,,,,,,
lc-2894,2894,divisible-and-non-divisible-sums-difference,Divisible And Non Divisible Sums Difference,https://leetcode.com/problems/divisible-and-non-divisible-sums-difference/,unknown,,unknown,coding,,,,,,,
lc-2895,2895,minimum-processing-time,Minimum Processing Time,https://leetcode.com/problems/minimum-processing-time/,unknown,,unknown,coding,,,,,,,
lc-2896,2896,apply-operations-to-make-two-strings-equal,Apply Operations To Make Two Strings Equal,https://leetcode.com/problems/apply-operations-to-make-two-strings-equal/,strings,strings,unknown,coding,,,,,,,
lc-2897,2897,apply-operations-on-array-to-maximize-sum-of-squares,Apply Operations On Array To Maximize Sum Of Squares,https://leetcode.com/problems/apply-operations-on-array-to-maximize-sum-of-squares/,arrays,arrays,unknown,coding,,,,,,,
lc-2898,2898,maximum-linear-stock-score,Maximum Linear Stock Score,https://leetcode.com/problems/maximum-linear-stock-score/,unknown,,unknown,coding,,,,,,,
lc-2899,2899,last-visited-integers,Last Visited Integers,https://leetcode.com/problems/last-visited-integers/,unknown,,unknown,coding,,,,,,,
lc-2900,2900,longest-unequal-adjacent-groups-subsequence-i,Longest Unequal Adjacent Groups Subsequence I,https://leetcode.com/problems/longest-unequal-adjacent-groups-subsequence-i/,unknown,,unknown,coding,,,,,,,
lc-2901,2901,longest-unequal-adjacent-groups-subsequence-ii,Longest Unequal Adjacent Groups Subsequence Ii,https://leetcode.com/problems/longest-unequal-adjacent-groups-subsequence-ii/,unknown,,unknown,coding,,,,,,,
lc-2902,2902,count-of-sub-multisets-with-bounded-sum,Count Of Sub Multisets With Bounded Sum,https://leetcode.com/problems/count-of-sub-multisets-with-bounded-sum/,unknown,,unknown,coding,,,,,,,
lc-2903,2903,find-indices-with-index-and-value-difference-i,Find Indices With Index And Value Difference I,https://leetcode.com/problems/find-indices-with-index-and-value-difference-i/,unknown,,unknown,coding,,,,,,,
lc-2904,2904,shortest-and-lexicographically-smallest-beautiful-string,Shortest And Lexicographically Smallest Beautiful String,https://leetcode.com/problems/shortest-and-lexicographically-smallest-beautiful-string/,strings,strings,unknown,coding,,,,,,,
lc-2905,2905,find-indices-with-index-and-value-difference-ii,Find Indices With Index And Value Difference Ii,https://leetcode.com/problems/find-indices-with-index-and-value-difference-ii/,unknown,,unknown,coding,,,,,,,
lc-2906,2906,construct-product-matrix,Construct Product Matrix,https://leetcode.com/problems/construct-product-matrix/,arrays,"arrays,matrix",unknown,coding,,,,,,,
lc-2907,2907,maximum-profitable-triplets-with-increasing-prices-i,Maximum Profitable Triplets With Increasing Prices I,https://leetcode.com/problems/maximum-profitable-triplets-with-increasing-prices-i/,unknown,,unknown,coding,,,,,,,
lc-2908,2908,minimum-sum-of-mountain-triplets-i,Minimum Sum Of Mountain Triplets I,https://leetcode.com/problems/minimum-sum-of-mountain-triplets-i/,unknown,,unknown,coding,,,,,,,
lc-2909,2909,minimum-sum-of-mountain-triplets-ii,Minimum Sum Of Mountain Triplets Ii,https://leetcode.com/problems/minimum-sum-of-mountain-triplets-ii/,unknown,,unknown,coding,,,,,,,
lc-2910,2910,minimum-number-of-groups-to-create-a-valid-assignment,Minimum Number Of Groups To Create A Valid Assignment,https://leetcode.com/problems/minimum-number-of-groups-to-create-a-valid-assignment/,unknown,,unknown,coding,,,,,,,
lc-2911,2911,minimum-changes-to-make-k-semi-palindromes,Minimum Changes To Make K Semi Palindromes,https://leetcode.com/problems/minimum-changes-to-make-k-semi-palindromes/,strings,strings,unknown,coding,,,,,,,
lc-2912,2912,number-of-ways-to-reach-destination-in-the-grid,Number Of Ways To Reach Destination In The Grid,https://leetcode.com/problems/number-of-ways-to-reach-destination-in-the-grid/,unknown,,unknown,coding,,,,,,,
lc-2913,2913,subarrays-distinct-element-sum-of-squares-i,Subarrays Distinct Element Sum Of Squares I,https://leetcode.com/problems/subarrays-distinct-element-sum-of-squares-i/,arrays,arrays,unknown,coding,,,,,,,
